Name,Average_User_Rating,User_Rating_Count,Price,Age_Rating,Primary_Genre,Specific_Genre,Size,Original_Release_Year
ColorMan,NA,NA,0,4+,Games,Entertainment,16654336,2014
Action Ninja Duck vs. Ugly Dragon,NA,NA,0,9+,Games,Entertainment,44924928,2014
Deal2Win Card Game,4,96,0,4+,Games,Strategy,31884288,2014
Space Dominion,3,126,0,4+,Games,Action,635048960,2015
TriaGone - Brain Puzzle,NA,NA,0,4+,Games,Puzzle,4321280,2014
Northern Tale 3,3.5,40,0,4+,Games,Adventure,332296192,2015
Predictor For Premier League,NA,NA,0,4+,Games,Sports,23476224,2016
Day of the Viking,4.5,322,2.99,9+,Games,Entertainment,198668288,2014
Power Train,NA,NA,0,4+,Games,Puzzle,49188864,2014
Boxor,NA,NA,0,4+,Games,Strategy,16352256,2014
Amazing Block Free,NA,NA,0,4+,Games,Strategy,9101312,2014
Undead TKO FREE- The Real Dead Punch Out Hero!,NA,NA,0,9+,Games,Action,32423936,2014
Exotic Racing Car Speed Tap City Game for Free,NA,NA,0,4+,Games,Strategy,64962560,2014
Fast Running Forest Axeman - Epic Lumberman Forest Adventure,NA,NA,0,4+,Games,Entertainment,11362304,2014
Extreme Riptide Racing - Addictive Hydrojet Rush Arcade,NA,NA,0,4+,Games,Entertainment,8802304,2014
"""Piggie Ham Run Free - A Pig's Bacon Jump Rush!""",2.5,7,0,4+,Games,Adventure,16220160,2014
Raging Bull Rush - Fast Running Taurus Madness FREE,NA,NA,0,4+,Games,Simulation,14270464,2014
Sentinel Dark Star - Avoid Planet Destruction Quest FREE,NA,NA,0,4+,Games,Strategy,31010816,2014
Rival Kingdoms: Endless Night,4.5,13223,0,12+,Games,Action,943972352,2015
DIY2048,NA,NA,0,4+,Games,Strategy,32729088,2014
Fox vs Sheep HD,4,6,0,4+,Games,Board,33214464,2014
Squishy Tiny Chick Ride - Country Farm Animal Escape LX,NA,NA,2.99,4+,Games,Entertainment,20832256,2014
Epic Baseball Tap Madness - Glossy Balls Hitting Challenge LX,NA,NA,2.99,4+,Games,Entertainment,21770240,2014
Little Monster Jewel Pop - Cute Vampire Hitting Challenge LX,NA,NA,2.99,4+,Games,Puzzle,45174784,2014
Age Of Wars - Defense Game,3.5,8,0,17+,Games,Strategy,10813440,2014
Fast Brick: Smash The Bricks,NA,NA,0,4+,Games,Strategy,35990528,2014
Armada Commander: Space Battle,4.5,30,0,12+,Games,Strategy,196235264,2017
Zombie Company Crusade,4.5,82,0,12+,Games,Strategy,152912896,2015
Banner Saga,4.5,2514,9.99,12+,Games,Strategy,2030561280,2014
S.U.P.E.R - Super Defenders,NA,NA,0,4+,Games,Strategy,435403776,2016
Clue 15,NA,NA,0,4+,Games,Strategy,31862784,2014
3D Basket-ball Real Juggle Jam Mania Show-down,3,9,0,4+,Games,Strategy,76087296,2014
Bitcoin Billionaire,5,48776,0,12+,Games,Simulation,172624896,2014
Aliens vs Bugs Colony Defense,4.5,6,0,9+,Games,Entertainment,18644992,2014
Demonic Flower TD - Kingdom Defense,NA,NA,0,12+,Games,Action,24293376,2014
Emoji Squash Mania - Rapid Fruit Smashing Game FREE,NA,NA,0,4+,Games,Strategy,24858624,2014
Stupid Zombie Dash - Undead Collecting Brains Mania FREE,NA,NA,0,4+,Games,Strategy,14532608,2014
Mighty Little War Dragon - A Game Set in the Age of Magic,4,9,0,4+,Games,Strategy,20938752,2014
Why Crossy Chicken Crossed the Road?,3.5,195,0,4+,Games,Entertainment,12132352,2014
Kanazawa Shogi 2,NA,NA,5.99,4+,Games,Strategy,77126656,2014
Color Number Connect,NA,NA,0,4+,Games,Strategy,12292096,2014
Linked Lines,NA,NA,0,4+,Games,Strategy,11729920,2014
Ninja Bug Slicer: Village War Heroes,NA,NA,0,4+,Games,Family,42369024,2014
Gravity Jumper In Outer Space,NA,NA,0.99,4+,Games,Strategy,32907264,2014
Heroes and Castles 2 Premium,4.5,2545,1.99,12+,Games,Strategy,765589504,2015
Dawn of Titans,4.5,48842,0,9+,Games,Entertainment,1413419008,2016
Qblox,NA,NA,0,4+,Games,Strategy,1326080,2014
Bouncy Dino Hop - The Best of Dinosaur Games with Only One Life,4,15,0,4+,Games,Action,12832768,2014
Banknotes Collector,4,5,0,12+,Games,Strategy,70696960,2014
"Make Money Rain : Win Prizes, Gifts & Free Recharge",4.5,259,0,4+,Games,Puzzle,13645824,2014
Impossible Lift Escape,NA,NA,0,4+,Games,Strategy,21646336,2014
Green Goo Balls In The Bouncing World,NA,NA,0.99,4+,Games,Entertainment,34734080,2015
Mahjong Solitaire - Cards,NA,NA,0,4+,Games,Strategy,19361792,2014
Best of Poker Solitaire,4.5,6,0,4+,Games,Strategy,30007296,2014
Best of Cribbage Solitaire,NA,NA,0,4+,Games,Card,32913408,2014
Whitehead Solitaire,NA,NA,0,4+,Games,Strategy,22940672,2014
Rocket Mania Frenzy,4.5,109,0,4+,Games,Puzzle,83428352,2014
Ninja Challenge - Chop The Tower,3.5,5,0,4+,Games,Board,5685248,2014
2048 Mind Game,4.5,5,0,4+,Games,Lifestyle,7016448,2014
Rapture - World Conquest,4.5,488,0,9+,Games,Casual,101601280,2014
Black Dot Colorful Lines,NA,NA,0,4+,Games,Entertainment,18116608,2014
Defend The Earth,4.5,43,0,4+,Games,Action,24337408,2014
Double Babble,4,5,0,4+,Games,Strategy,92359680,2015
Tap Safari,NA,NA,0,4+,Games,Casual,33931264,2014
Rage War: Time Battles,NA,NA,0,4+,Games,Action,176182272,2017
Space Haggler,NA,NA,0,4+,Games,Simulation,2158592,2014
Aces\xae Gin Rummy,4,109,0,4+,Games,Card,117941248,2016
Endless Drops,4.5,35,0,4+,Games,Strategy,8970240,2014
"""Five Nights at Freddy's""",4.5,32314,2.99,12+,Games,Strategy,86608896,2014
Giants & Dwarves TD,4,17,0,12+,Games,Action,25468928,2014
"""Ninja Stickman Jump - Don't Fall And Die""",2.5,5,0,4+,Games,Strategy,10031104,2014
Four Elements,NA,NA,0,4+,Games,Strategy,15238144,2014
Let it Rainbow,4,12,0,9+,Games,Casual,12862464,2014
"""Black Carts Turret - Hadrian's Wall. Virtual 3D Tour & Travel Guide (Lite version)""",NA,NA,0,4+,Entertainment,Games,100728832,2014
Football Management Ultra 2019,4.5,216,0,4+,Games,Sports,177945600,2014
Dark Holes,NA,NA,0,4+,Games,Entertainment,37465088,2017
EMPIRE UNDER FIRE - The Most Beautiful Strategy Game,3.5,13,0,12+,Games,Strategy,1115136000,2014
3D Combat Grenade Juggle Hero Sim-ulation Game for Free,NA,NA,0,17+,Games,Strategy,59473920,2014
Pixel Heroes,1.5,7,0,12+,Games,Role,26447872,2014
Serie A Predictor,NA,NA,0,4+,Games,Strategy,16949248,2014
Mini Gold Mine Rush: Tiny Exploration Survival Adventure,NA,NA,0,4+,Games,Strategy,30855168,2014
Sea Battle 2,4.5,1076,0,4+,Games,Action,78614528,2015
Boom Stars Mania,NA,NA,0,4+,Games,Puzzle,10969088,2014
SimCity BuildIt,4.5,227214,0,4+,Games,Simulation,155986944,2014
Chicken Toss - Chickens on the Run,4.5,48,0,9+,Games,Entertainment,51277824,2014
Coin Picker,NA,NA,0,9+,Games,Lifestyle,5042176,2014
Galaxy Defense Plus: Classic defense game,4,186,0,4+,Games,Entertainment,133128192,2014
Galaxy Defense Plus: Classic defense game,4,186,0,4+,Games,Entertainment,133128192,2014
Chess Friends - Play Online,4.5,29,0,4+,Games,Board,6525952,2015
Snow Mountain Jump,NA,NA,0,4+,Games,Puzzle,10402816,2016
Spaceman Asteroid Explorer,NA,NA,0,4+,Games,Casual,8948736,2016
Epic Offroad Nitro Monster Truck Hill Riot - FREE game,NA,NA,0,4+,Games,Adventure,28798976,2014
Ultimate General\u2122: Gettysburg,4.5,2345,3.99,9+,Games,Strategy,293021696,2015
Super Sokobang,NA,NA,0,4+,Games,Puzzle,35766272,2014
Theme Park Magic Dominoes Pro World Designer - Free Original Domino Touch Pad HD Edition,NA,NA,0,4+,Games,Board,14585856,2014
Geminy Cricket,5,5,0.99,4+,Games,Board,10087424,2014
Aces Cribbage,4.5,427,0,4+,Games,Entertainment,149953536,2015
Civil War Battles - Franklin,NA,NA,2.99,12+,Games,Strategy,36711424,2014
LO|HI,NA,NA,0,4+,Games,Strategy,14289920,2014
Awale Online,4.5,14,0,4+,Games,Board,240462848,2014
FreeCell Gold,NA,NA,1.99,4+,Games,Entertainment,42459136,2014
Classic Games,NA,NA,0,4+,Games,Family,25494528,2014
Bit City,4.5,8532,0,12+,Games,Strategy,270158848,2017
Christmas Elf Snowman World Run,5,14,0,4+,Games,Role,13103104,2014
Princess And Knight,NA,NA,4.99,12+,Games,Role,1541436416,2014
Little Commander 2 \u2013 Clash of Powers,4,55,0,12+,Games,Role,116170752,2014
Coiny Block,4,8,0,4+,Games,Strategy,70080512,2018
Four Awesome Dots - Free Falling Balls Games,4,15,0,4+,Games,Entertainment,9887744,2014
Armage - \u0623\u0628\u0637\u0627\u0644 \u0627\u0644\u0645\u062c\u0631\u0629,3.5,27,0,4+,Games,Strategy,223562752,2016
"Money Hero, the logical challenge game",NA,NA,0,12+,Games,Puzzle,60897280,2015
Castleclysm TD,4.5,5,3.99,9+,Games,Role,297574400,2014
Funky Time,4.5,7,0,4+,Games,Casual,47357952,2015
M\u1ed9ng V\xf5 L\xe2m - 2 N\u0103m - T\xecnh Ngh\u0129a Giang H\u1ed3,5,137,0,12+,Games,Role,409246720,2014
Super Free Throw Dude: Basketball Jam FREE,NA,NA,0,4+,Games,Role,168710144,2014
Running Ragdoll Zombie Rush FREE,NA,NA,0,4+,Games,Adventure,31768576,2014
Champions League Predictor,4.5,27,0,4+,Games,Strategy,19038208,2014
"""Don't Hit The Bombs or Spikes""",NA,NA,0,4+,Games,Strategy,6946816,2014
Space Bot Alpha,NA,NA,0,4+,Games,Strategy,52477952,2014
Construction Truck Parking Simulator Madness,3.5,5,0,4+,Games,Simulation,118333440,2014
Osmosis Solitaire,NA,NA,0,4+,Games,Entertainment,21163008,2014
Russian Solitaire,NA,NA,0,4+,Games,Entertainment,20698112,2014
Busy Aces Solitaire,NA,NA,0,4+,Games,Strategy,22330368,2014
Material Mine,NA,NA,0,4+,Games,Puzzle,4902912,2014
Double Trouble Dots,NA,NA,0,4+,Games,Simulation,17891328,2014
Space Cannon,5,13,0,4+,Games,Casual,8335360,2014
Death Kitchen - Stickman Edition,3.5,33,0,17+,Games,Strategy,14254080,2014
S&T: Sandbox World War II TBS,4,166,9.99,12+,Games,Board,93313024,2014
Little Warlock School,3.5,8,0,9+,Games,Entertainment,83795968,2014
Micro City Golf - for the iPad,2.5,5,0,4+,Games,Entertainment,77234176,2014
Bombuster Free Game for iPhone,NA,NA,0,4+,Games,Entertainment,25972736,2014
Crocky Crocodile Race Free,NA,NA,0,4+,Games,Strategy,17342464,2014
Secretion,3,5,0,9+,Games,Strategy,269214720,2015
BRiSCa TxL,NA,NA,0,4+,Games,Entertainment,20694016,2014
Clash Rate,5,5,0,4+,Games,Entertainment,3612672,2014
Kurusetra,5,8,0,9+,Games,Strategy,243931136,2015
SevenSlide,NA,NA,0.99,4+,Games,Strategy,13963264,2015
Turmoil,4.5,153,5.99,4+,Games,Strategy,91333632,2017
Master of War Strategy Game,NA,NA,0,4+,Games,Strategy,35427328,2015
Hidden Objects Ireland Adventure Travel Quest Time,4.5,27,0,4+,Games,Puzzle,73509888,2014
Glyph - The Chain Reaction,NA,NA,0,4+,Games,Strategy,56320000,2015
3 Hand Pinochle,3.5,24,0,4+,Games,Card,22254592,2015
Make This in 30 Seconds - A Million Levels to beat,NA,NA,0,4+,Games,Puzzle,24666112,2014
Pyramid Solitaire Halloween,NA,NA,0,4+,Games,Card,25652224,2014
Click Battle Shooting Defense: Christmas FREE Version,NA,NA,0,12+,Games,Strategy,58933248,2014
Animal Jigsaw Puzzle - Ultimate swap tile game edition,4.5,28,0,4+,Games,Puzzle,38469632,2014
Sexy or Not ? - Hot 2048 version with the hottest handsome men,4,62,0,17+,Games,Entertainment,22261760,2014
BubbleTT: Oh! My Fart Premium (The Funniest Game),NA,NA,0.99,4+,Games,Family,22581248,2014
Maze Mash,NA,NA,0,9+,Games,Role,288791552,2014
My Pet Friends Craze - Extreme Catching Adventure LX,NA,NA,2.99,4+,Games,Entertainment,14872576,2014
Yummy Cupcakes Frenzy - Sweet Rescue Basket Game,NA,NA,0,4+,Games,Strategy,11857920,2014
Farm Fruit Drop - Moving Puzzle Madness LX,NA,NA,2.99,4+,Games,Strategy,50356224,2014
Little Freaky Girly - Scary Halloween Monster Jumper LX,NA,NA,2.99,4+,Games,Strategy,59359232,2014
"""Ancient Pharaoh's Tomb Raiders - Hunting Crazy Zombie LX""",NA,NA,2.99,17+,Games,Role,17661952,2014
Lords of Discord Fantasy TBS,3.5,54,0,12+,Games,Strategy,421637120,2016
Devils & Demons - Arena Wars,4,116,0,9+,Games,Strategy,275912704,2014
"""Easy Checkers' Fun!""",3.5,5,0,4+,Games,Board,17827840,2014
Stormfall: Rise of Balur,4.5,3818,0,9+,Games,Strategy,235304960,2015
ChessCube Chess,3,47,0,4+,Games,Board,27856896,2014
Predictor for European Soccer Championship,NA,NA,0,12+,Games,Sports,16521216,2016
Tri Peaks Halloween,4,8,0,9+,Games,Strategy,25193472,2014
"""Haunted Halloween High FREE - Monster Witch's Match Up Game!""",NA,NA,0,4+,Games,Strategy,20959232,2014
Move the Planes - Fire and Rescue Puzzle Game Free,NA,NA,0,4+,Games,Puzzle,12857344,2015
Toy Balls Tap: Impossible Fast Popper Smash,NA,NA,0,4+,Games,Strategy,23289856,2014
One Tap Adventure,4,19,0,4+,Games,Adventure,12504064,2014
Battle Academy 2: Eastern Front,4,83,19.99,12+,Games,Reference,595460096,2014
Bubble Shift Mania,5,12,0,4+,Games,Puzzle,33964032,2015
Penguin Breakout FREE - FUN ADVENTURES ACROSS THE ICE!,4.5,6,0,4+,Games,Puzzle,38662144,2014
Seven Dwarfs Snowmobile Racing: Winter Mayhem Outside the Mine FREE!,2.5,11,0,4+,Games,Strategy,18526208,2014
Real Stickman Basketball - Perfect Stick Man Free Throw Showdown,4.5,12,0,4+,Games,Casual,45015040,2014
Dinosaur Soccer,4,9,0,4+,Games,Strategy,69468160,2014
HiLight : Touch the light !,NA,NA,0,4+,Games,Strategy,212803584,2014
Charismatic cash register,4,5,0,4+,Games,Strategy,29645824,2014
Zombie Bugs Attack - Kill The Flying Insects LX,NA,NA,2.99,17+,Games,Role,13168640,2014
Sci-Fi Space Defense : Alien war game,4,28,0,4+,Games,Action,63180800,2014
Spiked Soccer Ball - Flick Dodging Dash LX,NA,NA,2.99,4+,Games,Board,6066176,2014
Make it Rain Benjamins Swipe Master Minigame,3.5,162,0,4+,Games,Puzzle,16644096,2014
Ancient Games by BubbaJoe,NA,NA,2.99,4+,Games,Strategy,130314240,2014
Transmission: Information Age,4.5,52,0,4+,Games,Strategy,186358784,2014
Dragon Armor Legend 3D - Invasion Of The Stealth Fighter Jet warriors (pro arcade),4,25,0,4+,Games,Casual,129908736,2014
Dino-saur Park Dash Tap Game,NA,NA,0,4+,Games,Simulation,62709760,2014
Turtle Surfer,3.5,10,0,4+,Games,Strategy,34522112,2014
An Ancient Pyramid Life - Artifact Boxes Stacking Game LX,NA,NA,2.99,4+,Games,Entertainment,19988480,2014
Fermata,4,5,0,4+,Games,Music,24961024,2014
Bloons Monkey City,4.5,10639,0,9+,Games,Simulation,104026112,2014
Fruits Break,NA,NA,0,4+,Games,Strategy,20533248,2014
RBGY Challenge - SImon Says Colors,NA,NA,0,4+,Games,Entertainment,7733248,2014
RBGY Challenge - SImon Says Colors,NA,NA,0,4+,Games,Entertainment,7733248,2014
Glozzle,5,41,0,4+,Games,Entertainment,93784064,2015
Armadillo Gold Rush,NA,NA,0,9+,Games,Puzzle,130749440,2015
Cash Flow Games - Make Money Be Rich,3,7,0,4+,Games,Strategy,7233536,2014
Combat Commander RSG,5,8,0,4+,Games,Strategy,83041280,2015
Mahjong 9,NA,NA,0,4+,Games,Puzzle,89407488,2014
Star Line Defense,NA,NA,0,4+,Games,Simulation,40656896,2014
Wise Ball - DiosApp,NA,NA,0,4+,Games,Entertainment,43851776,2014
Tower Fall: Robot Fighting,4.5,5,0,4+,Games,Entertainment,16171008,2014
Monster Battles: TCG,4.5,299,0,4+,Games,Strategy,175456256,2015
Bird Copter - Fly in One Perfect Line,NA,NA,0,4+,Games,Navigation,5513216,2014
Super Frog escape,NA,NA,0,4+,Games,Strategy,33431552,2014
"Catch The 100 Super Balls - Classic Mode, Reverse Mode and Mixed Mode",4.5,7,0,4+,Games,Puzzle,6803456,2014
Prehistoric creatures Invasion,NA,NA,0,9+,Games,Adventure,37186560,2014
Geocache OX,NA,NA,0,17+,Games,Travel,8366080,2014
Simulated War Defense,2.5,11,0,4+,Games,Simulation,41417728,2014
2D1B,4.5,20,0,4+,Games,Casual,17698816,2014
Ninja PUPU,NA,NA,0,4+,Games,Entertainment,72146944,2014
Frozen Synapse Prime,3,46,4.99,12+,Games,Action,405257216,2015
Portal Submission Helper,2.5,8,0,4+,Games,Adventure,23543808,2014
8 SUM 8 - Free math solver games ! Practice addition and subtraction for Kids !  Fun Math training game !,4.5,12,0,4+,Games,Puzzle,14524416,2014
Monster Mania TD: First Strike,4.5,20,0,4+,Games,Strategy,47398912,2015
"My First Fairy Tale World - A FREE Littlest Princess, Mermaid and Doll Play Match Game",4.5,26,0,4+,Games,Entertainment,50188288,2014
Super Bomber,NA,NA,0,9+,Games,Strategy,87928832,2015
Swipe the Awesome Arrows - Impossible & Addicting Brain Test Games,4,13,0,4+,Games,Strategy,11427840,2014
"""Arizona Rose and the Pharaohs' Riddles""",4.5,66,0,4+,Games,Strategy,156635136,2014
New In Chess Yearbook,NA,NA,0,4+,Games,Books,22065152,2015
Unblock My Toilet Free,NA,NA,0,4+,Games,Puzzle,10477568,2014
7 & 17 - Dice Block Puzzle,NA,NA,0,4+,Games,Education,28582912,2016
Fantasy Bowling with Pals,NA,NA,0,4+,Games,Strategy,456925184,2014
Pizza Making Madness,NA,NA,0,4+,Games,Strategy,12550144,2014
Tower Nation,4.5,6,0,4+,Games,Strategy,11038720,2014
3D Jungle Monkey Kong Flick Game for Free - Best Boy and Girl Apps,NA,NA,0,4+,Games,Family,65347584,2014
Monster find the door,NA,NA,0,4+,Games,Strategy,49277952,2014
Halloween Pumpkin Tower,4.5,15,0,4+,Games,Strategy,10358784,2014
Fu\xdfball Fantasy Manager 2018,4.5,64,0,4+,Games,Sports,270176256,2014
Jumping Frog Strategy,NA,NA,0,4+,Games,Strategy,36315136,2014
Super Thief 2,NA,NA,0,4+,Games,Strategy,61403136,2018
Tap Tower Push - Stack the Maze of Blocks,4,6,0,4+,Games,Strategy,10813440,2014
Star Wars\u2122: Galaxy of Heroes,4.5,240990,0,9+,Games,Strategy,180575232,2015
Police Toss - Throw Paper and don`t get in Jail,NA,NA,0,4+,Games,News,19398656,2014
Standoff,NA,NA,0,12+,Games,Strategy,52838400,2014
"""Gingerbread Man's Cookie Run""",NA,NA,0,4+,Games,Strategy,9949184,2014
Battlevoid: First Contact,4,99,0,12+,Games,Simulation,95541248,2014
Calvino Noir,4,92,3.99,12+,Games,Strategy,166512640,2015
Draft Day Pro Fantasy Football,3,12,2.99,4+,Games,Sports,92467200,2014
Gearl\xe2n,NA,NA,0,4+,Games,Strategy,57290752,2014
Redshift - Space Battles,4.5,122,0,12+,Games,Strategy,150720512,2014
Photo Brain,4.5,10,0,4+,Games,Health,66669568,2014
Deep Space - Lost Battleship,3.5,6,0,4+,Games,Strategy,188728320,2014
Crime Fighter,4,11,0,12+,Games,Strategy,28864512,2015
Khalifa Tower: Build the highest Tower ever,NA,NA,0,4+,Games,Entertainment,9482240,2014
Wheeler Dealer,3.5,5,0,4+,Games,Strategy,85836800,2015
Stick Clicker Battle,2.5,14,0,9+,Games,Casual,5353472,2014
Space Age: A Cosmic Adventure,4,513,4.99,9+,Games,Adventure,91111424,2014
Dragon Heroes\u2122,4.5,336,0,4+,Games,Strategy,68440064,2014
Words & Magic,NA,NA,0,9+,Games,Strategy,44277760,2014
Cupcake Popper Match Game,NA,NA,0,4+,Games,Strategy,25194496,2014
Finger Wars for two,NA,NA,0,4+,Games,Education,11460608,2014
DomiNations,4.5,49997,0,12+,Games,Entertainment,222146560,2015
Cute 3D Car-Toon Tap Juggle Sim-ulation Game for Boys and Girls Free,NA,NA,0,4+,Games,Puzzle,76582912,2014
Barber Hero Hair-dresser Salon: Shave Clip & Trim,4,73,0,4+,Games,Strategy,42507264,2014
Dynasty Heroes,2.5,31,0,4+,Games,Card,77477888,2014
Hungry Dragon FREE,NA,NA,0,4+,Games,Entertainment,56217600,2015
Disco Ducks,4.5,1976,0,4+,Games,Entertainment,229137408,2015
Dracula Jetpack Adventure - Bloody Vampire Challenge Free,4,6,0,4+,Games,Simulation,32423936,2014
Farm Animal Rescue - Quick Barn Matching Mania Free,4.5,5,0,4+,Games,Simulation,32743424,2014
Trap the Dot !,NA,NA,0,4+,Games,Strategy,7536640,2014
Bots Boom Bang,4,10,0,4+,Games,Entertainment,37484544,2014
Bridge Bandit - Play & learn bridge,3.5,47,0,9+,Games,Card,201122816,2015
Kingsport Festival,3,11,3.99,12+,Games,Board,225394688,2015
Jewels Crusher Hexagon,4.5,18,0,4+,Games,Trivia,16499712,2014
Tap n Climb - Top Free Rope Climbing Game,4.5,17,0,4+,Games,Adventure,48320512,2014
Spooky Hallow Woods - Scarecrow Run,NA,NA,0,9+,Games,Strategy,24707072,2014
"""Con 'Em If You Can""",4.5,5,0,9+,Games,Strategy,420857856,2015
Rocket Copters: Journey from Earth to Mars (Best Free Space App for Boys and Girls),NA,NA,0,4+,Games,Strategy,21856256,2014
TicTacToe Multiplayer Edition,NA,NA,0,4+,Games,Strategy,17477632,2014
2048 vs 2048,NA,NA,0,4+,Games,Education,6217728,2014
Classic War MMO-RPG Multiplayer New World Global Fighting Battle 2,4,74,0,12+,Games,Strategy,60383232,2015
Halloween Monster Match - Move the Spooky Box Dash Free,4.5,7,0,4+,Games,Simulation,54874112,2014
Boxing : The Last Punch,NA,NA,0,4+,Games,Strategy,21586944,2014
TraverSea,NA,NA,0,4+,Games,Strategy,8813568,2014
Impossible Box Over Box Tower,NA,NA,0,4+,Games,Strategy,24768512,2014
Bikini Beach Babe Jump: Run On the Hot Sand,3.5,5,0,4+,Games,Strategy,29376512,2014
Election Manager 2016,4.5,64,3.99,4+,Games,Education,63550464,2014
TicTacToe black,NA,NA,0,4+,Games,Entertainment,7487488,2014
Storage Empire: Pawn Wars,2.5,6,0,12+,Entertainment,Strategy,382920704,2016
"Z+, Z Plus Funny Tile Puzzle Brain Battle Game",NA,NA,0,4+,Games,Strategy,16412672,2014
Words with Foxy,4,71,0,4+,Games,Strategy,124926976,2015
Different Color,NA,NA,0.99,4+,Games,Strategy,1042432,2014
Commanders,4,687,0,12+,Games,Strategy,97016832,2015
Port Pilot,NA,NA,0,4+,Games,Simulation,48287744,2014
Dog Paws Vs Cat Claws Adventure Rescue,NA,NA,0,4+,Games,Strategy,9670656,2014
Epic Clickers,4.5,3245,0,9+,Games,Strategy,30183424,2014
Banana! Travel Game,NA,NA,0,4+,Games,Travel,4529152,2014
Wiki for Minecraft FREE,3.5,23,0,9+,Games,Strategy,244293632,2014
Criminal Mind - Mystery hooked,4.5,8,0,17+,Book,Games,77360128,2014
Guide for Bulu Monster,NA,NA,0,4+,Games,Entertainment,16900096,2014
Guide for Transformers Legends,NA,NA,0,4+,Games,Strategy,21610496,2014
Crazy Kings,4.5,2512,0,9+,Games,Strategy,220811264,2015
King of 2048-100 Levels To Storm Your Brain,5,5,0,4+,Games,Strategy,28545024,2015
Unown Keyboard,2.5,23,0,4+,Utilities,Adventure,10752000,2016
Sushi Clicker,NA,NA,0,4+,Games,Food,144125952,2014
Age of Sparta,4.5,2336,0,12+,Games,Strategy,112144384,2015
"""Papa's Pizzeria To Go!""",4.5,208,0.99,4+,Games,Strategy,83895296,2014
Cupcake Stacker FREE,NA,NA,0,4+,Games,Entertainment,16162816,2015
CrushMe - Free Online Multiplayer Action Game,NA,NA,0,4+,Games,Action,30281728,2015
Ice Skating Rage: Thin Ice Breaker,NA,NA,0,4+,Games,Sports,11345920,2014
Bouncy Ninja Ball World: Avoid The Spikes,NA,NA,0,4+,Games,Puzzle,5980160,2014
French Tower Builder Lite,4.5,6,0,4+,Games,Strategy,7426048,2014
Goat Up! Mountain Goats Climb Timber Trees,4.5,207,0,4+,Games,Strategy,35860480,2014
RPG \u3072\u3068\u3068 \u307e\u3082\u306e\u306e \u3082\u306e\u304c\u305f\u308a,NA,NA,0,4+,Games,Role,110628864,2014
Magic Master,NA,NA,0,12+,Games,Strategy,89690112,2018
Prove Your Worthiness,NA,NA,0,9+,Games,Strategy,51621888,2014
Carcassonne Scoreboard,NA,NA,0.99,4+,Utilities,Strategy,17124352,2016
Level Zero Escape Craze - Legendary Monster Survival Adventure Game,NA,NA,0,4+,Games,Entertainment,16683008,2014
